be,"légy, leszünk, lennie, lennék, leszel","oltava, Tulen, olemaan, pian, voisi","Μπορεί, μπορούσε, είστε, ναι, γίνει","стать, должно, будут, будем, будешь","sollte, könnte, wäre, müssen, werde","seas, Debe, estaría, estará, debería","saranno, dovrebbe, sarà, deve, sara","serai, serait, pourrait, soit, peut-être","be, 成為, 肯定, 沒事, 回來","ổn, ngay, tốt, chứ, không_thể","しれ, はず, 大丈夫, べ, すぐ","be, 겁니다, 될, 해야, 괜찮","คงจะ, ไม่เป็นไร, ควรจะ, เดี๋ยว, น่าจะ","segera, seharusnya, baik-baik, Mungkin, pasti","olmalısın, olacaksın, olmayacak, olacağım, olurdu",y,"נהיה, יהיו, אהיה, אמור, בטח",y
right,y,"oikeus, Juuri, Tulen, suoraan, kohta","δεξιά, δικαίωμα, Σωστά, σωστό, δίκιο","правы, право, правильно, права, прав","Recht, recht, stimmt, sofort, richtig","derecha, correcto, derecho, justo, cierto","destra, diritto, giusta, ragione, D",y,"正確, right, 還好, 沒錯, 我現","quyền, Đúng, ổn, Phải, bây_giờ",y,y,y,y,"Haklı, haklısın, Haklısın, haklı, geliyorum","محقة, محق, حالاً, الصحيح, حَسَناً","צדקת, זכות, צודקת, הנכון, ישר",y
into,"városba, ebbe, bele, lett, ahol","kaupunkiin, muuttaa, suoraan, meni, sisään","πόλη, κόσμο, πάνω, Όταν, στις","дом, прямо, эту, под, во","Haus, ins, gehen, wurde, diese","entrar, dentro, hacia, Cuando, mundo","entrare, nelle, nei, nell, dentro","entrer, ces, Ils, ton, sa","into, 進入, 進, 秈, 變成","vô, biến, thành, phòng, xuống","侵入, 調べ, 入れ, 入, む","into, 들어가, 넣, 속, 만들","สู่, กลายเป็น, เปลี่ยน, เข้ามา, เข้าไป","kedalam, mengubah, menuju, berubah, jatuh",y,y,"להכניס, לחדר, תוך, להפוך, נכנס","into, the, बदल, गिर, डाल"
out,"Kifelé, odakint, kint, innen, mielőtt","Ulos, ulkona, selville, sieltä, selvittää","βγούμε, βγει, Φύγε, φύγουμε, εκτός","выяснить, отсюда, пока, Они, со",y,y,"scoperto, uscire, via, dalla, dal","dehors, sortir, Ils, voir, juste","out, 外面, 出去, 出來, \ue65e","Ra, ngoài, kia, hết, khỏi",y,"out, 나오, 나가, 밖, 봐",y,"out, Keluar, luar, jalan, Ayo","Çık, Dışarı, çık, dışarıda, çıkar","للخروج, يخرج, خرجت, اخرج, نخرج","צא, מתוך, יצא, מפה, לגלות","बाहर, निकलना, निकल, निकलो, चले"
above,y,"yläpuolella, yläpuolelle, yläpuolelta, yläpuolellamme, ylempänä","υπεράνω, Πάνω, παραπάνω, ψηλά, επάνω",y,"oberhalb, Gesetz, allem, oben, Himmel","metros, encima, debajo, alto, ley",y,"au-dessus, surtout, ciel, haut, dessus","上方, above, 之上, 以上, 上面","above, vượt, cao, phía, dưới","上, 真上, 頭上, 該当, 越え","위, above, 위쪽, 무엇, 층",y,"above, diatas, atasnya, meter, segalanya","Yukarıdan, yukarıdaki, yukarıdan, hepsinden, üstündeki","فوقنا, أعلاه, فوقك, وفوق, اعلى","לעיל, מעלינו, ומעל, שמעל, מעליך",y
below,"alattunk, alattam, aluli, övön, lenti","alapuolella, alapuolelta, alapuolelle, alapuolellamme, kannen",y,y,"unterhalb, Gürtellinie, darunter, Unter, Deck","cero, temperatura, grados, superficie, cubierta","sottocoperta, inferiore, coperta, zero, superficie",y,"下面, 以下, 下方, 零下, 低",y,y,"아래, 밑, 영하, 지하, 이하",y,"dibawah, below, bawahnya, bawah, Tepat","altımızda, sıfırın, aşağısı, Aşağıdaki, aşağıdan","أدناه, تحتنا, بالاسفل, اسفل, الصفر","מתחתינו, מלמטה, להלן, ומתחת, שמתחת",y
before,"előtti, előtte, azelőtt, Mielőtt, halála","aikaisemmin, ennenkin, edessä, aiemmin, Ennen","ξανακάνει, προτού, ξαναδεί, Πριν, πεθάνει","прежде, видела, раньше, перед, тем","zuvor, Bevor, vorher, bevor, bis","ante, Antes, justo, morir, Nunca","davanti, Prima, già, gia, avevo",y,y,y,y,"전, before, 먼저, 본, 처음",y,y,"çıkmadan, ölmeden, yapmadan, başlamadan, gitmeden","وقبل, يسبق, أمام, رأيت, كم","בעבר, קודם, כזה, קרה, מעולם",y
behind,"mögötted, emögött, mögöttünk, maradva, mögöttem","takanasi, takanani, takanamme, takaapäin, taakseni","Πίσω, κρύβεται, πλάτη, αφήσουμε, αφήσει",y,"Hinter, dahinter, zurückgelassen, steckt, Rücken",y,y,y,"后面, behind, 身后, 你後面, 背后","đằng, lưng, sau, phía, đứng",y,"뒤, 배후, behind, 숨, 바로",y,"belakangmu, belakangku, dibelakang, dibalik, dibelakangmu","Arkamda, Arkamdan, arkamızda, arkanda, arkamda","خلفهم, ورائي, خلفنا, خلفك, خلفها","מאחוריך, מאחורייך, מאחוריי, מאחוריו, שמאחורי",y
top,y,y,"κορυφαία, κορυφή, επάνω, αρχή, πρώτη","топ, вершину, вершины, вершине, верхней","Top, Spitze, drauf, besten, oben","top, cima, superior, principio, mejores","top, cima, migliori, alto, sopra","top, sommet, au-dessus, meilleurs, début","top, 上面, 頂端, 山頂, 郴","đỉnh, hàng_đầu, top, tầng, danh_sách",y,"위, 꼭대기, top, 최고, 정상","ด้านบน, จุดสูงสุด, ข้างบน, บนสุด, อันดับ","top, puncak, teratas, atasnya, diatas","üstte, zirveye, tepesine, tepesinde, tepeye",y,"לפסגה, העליונה, מלמעלה, העליון, גבי",y
bottom,"alján, alját, aljára, alja, fenekére",y,"πάτο, πυθμένα, βυθό, βάθη, πισινό","низу, дна, нижней, дне, снизу","unteren, Hintern, Boden, Herzen, unten","inferior, trasero, fondo, base, culo","inferiore, toccato, sedere, profondo, basso",y,y,y,y,"바닥, 밑, bottom, 아래, 아래쪽",y,y,"dipte, Dibe, alttaki, altta, dibindeki",y,"בתחתית, לתחתית, לשורש, בקרקעית, מעומק",y
front,"elöl, láttára, bejárati, előtted, előttünk","kuullen, etuovesta, edessään, edessäsi, edessäni","Μπροστά, μπροστινό, μέτωπο, μπροστινή, είσοδο","спереди, присутствии, входа, передо, напротив","Front, vorn, vorne, Vor, direkt","delantero, delantera, enfrente, principal, entrada","ingresso, principale, fila, fronte, pagina",y,y,"mặt, trước_mắt, đằng, phía, cửa",y,y,y,"didepan, depanku, depannya, depanmu, hadapan","önden, önümde, önündeki, önde, Ön","الجبهة, المقدمة, الأمامية, مقدمة, أمامه","לחזית, מלפנים, החזית, מקדימה, בחזית",y
rear,"Hátulról, Hátul, sort, hátulról, elöl","mars, selustaa, selustaan, takaosan, selustan","μετόπισθεν, οπισθοφυλακή, νώτα, πισινό, πισω","задние, тыла, тыл, задней, задняя","hinteren, Nachhut, hintere, Heck, Rückseite","retaguardia, traseras, traseros, posterior, trasera",y,y,"后方, 方, 后門, 后轉, 在後面","hậu_phương, phía, yểm_trợ, đuôi, đằng",y,y,"ด้านหลัง, ก้น, ทางด้านหลัง, ข้างหลัง, กระจกหลัง",y,"arkayı, Arkadaki, Arkaya, Arkadan, arkadaki","الخلفية, الخلفى, المؤخرة, خلفية, المخرج","האחוריים, אחורי, לעורף, במאסף, אחוריים","पीछे, विमानों, सीढ़ी, द्वारा, मुझसे"
left,y,y,"απομείνει, αριστερό, έφυγαν, Έφυγε, άφησαν","слева, налево, левой, уехала, ушёл",y,y,y,y,y,"trái, rời, quên, bỏ, bên",y,y,y,y,"Sola, Geriye, sola, bıraktığı, bıraktın","الأيسر, يسار, يتبقى, تركتني, تركتها","משמאל, השמאלי, השמאלית, שעזבתי, שעזבת","छोड़, दिया, बाईं, बचा, बाएं"
right,y,"oikeus, Juuri, Tulen, suoraan, kohta","δεξιά, δικαίωμα, Σωστά, σωστό, δίκιο","правы, право, правильно, права, прав","Recht, recht, stimmt, sofort, richtig","derecha, correcto, derecho, justo, cierto","destra, diritto, giusta, ragione, D",y,"正確, right, 還好, 沒錯, 我現","quyền, Đúng, ổn, Phải, bây_giờ",y,y,y,y,"Haklı, haklısın, Haklısın, haklı, geliyorum","محقة, محق, حالاً, الصحيح, حَسَناً","צדקת, זכות, צודקת, הנכון, ישר",y
inside,"belsejében, befelé, belülről, Bent, benn","sisäpuolelta, sisäpiirin, sisäpuolella, sisälläsi, Sisällä","εσωτερικό, μεσα, μπούμε, Πήγαινε, μυαλό",y,y,y,y,"intérieur, dedans, entrer, rentrer, tête","裡面, inside, 內部, 進去, 內心","Vào, vô, bên, đầu, xe","中, 内部, 内側, 内, 入","들어가, 내부, inside, 안쪽, 들어오",y,"Masuklah, Masuk, kedalam, didalam, dalamnya","İçeriden, İçerde, içeriden, girelim, içerde","داخلك, بداخلي, للداخل, بداخلك, بداخلها","בתוכך, בתוכי, בתוכה, מבפנים, הפנימי",y
outside,"Odakint, kinti, kívülről, Kint, odakinn",y,"απέξω, εξωτερική, εξω, εξωτερικό, περιμένω",y,y,y,"esterno, davanti, uscire, dall, porta",y,y,y,y,"밖, 바깥, 외부, 외곽, 나가",y,"diluar, luar, tunggu, pintu, depan","Dışarıya, Dışarıdan, Dışarıdaki, Dışarısı, dışarıdaki","الخارجي, خارجا, خارجاً, للخارج, بالخارج","שבחוץ, מבחוץ, החיצוני, לדלת, נצא",y
with,"köze, velük, velünk, ezzel, azzal","mukaani, vaivaa, kanssani, kanssaan, mukana","σχέση, μ, κάποιον, πρόβλημα, γυναίκα","нами, вами, С, вместе, ней","Mit, zusammen, damit, hatte, Mann","contigo, conmigo, pasa, ellos, nosotros","col, stare, va, d, quella","Qu, ces, est-ce, voir, rien","with, 蛤, ㎝, 與, 用","bằng, cùng, theo, khác, trên","関係, 一緒, 男, 持, あの","with, 함께, 이랑, 같이, 랑","เล่น, ผู้หญิง, คนที่, เด็ก, ใช้","bersamaku, bersamamu, denganku, dengannya, ikut","bizimle, Benimle, Onunla, Seninle, le","معهم, معنا, معها, علاقة, معه","איתם, איתנו, איתה, קשר, איתו",y
and,"újra, együtt, ahogy, két, vannak","enkä, eikä, Sitten, myös, olemme","δύο, .., Οι, ζωή, πίσω","потом, теперь, были, себя, ему","alle, :, ihm, des, über","e, entre, luego, están, :","ed, tra, poi, noi, due","deux, tous, ton, sa, été","and, ㎝, 而且, 、, 與","sự, sau, khác, lên, chúng","そして, 家, へ, 殺, 達","and, 해서, 랑, 모든, 집","ทั้ง, แล้วก็, เ, ตัว, ออก","kemudian, lalu, hidup, sana, malam","hem, gelip, gidip, Sonra, birlikte","وأنت, بين, ولا, وأنا, ثم","והיא, ואת, ולא, ואתה, והוא","नीचे, /, दिन, घर, उन्हें"
during,"napközben, folyamán, idején, háborúban, nappal","päivisin, päivällä, yhteydessä, yöllä, seksin","κατα, ημέρας, περίοδο, διάρκεια, πολέμου","днем, операции, времена, Во, течение",y,y,y,y,"期間, during, 白天, 時期, 過程","ban_ngày, quá_trình, suốt, buổi, cuộc","昼間, 最中, 時代, 間, 夜","낮, 도중, 동안, 섹스, 전쟁","ระหว่าง, ช่วง, ระหว่างการ, ตอนกลางวัน, ช่วงเวลา","Selama, siang, Perang, musim, perang","süresince, döneminde, esnasında, gündüz, Gün","اثناء, النهار, الفترة, أثناء, عملية","בתקופת, בשעות, בעת, במהלך, מלחמת",y
around,y,"ympärillesi, ympärille, ympärillä, ympäriinsä, Käänny","τριγύρω, Γύρνα, γύρω, πέρα, κοντά",y,"herum, rum, Nähe, durch, Leute",y,"attorno, intorno, parti, dietro, giro","autour, coin, tour, gens, peu",y,"quanh, xung_quanh, Quay, vòng, chạy","周り, 辺, 辺り, 頃, 回","주변, 주위, around, 돌아다니, 근처","รอบ, แถวนี้, แถวๆ, ทั่ว, วิ่ง",y,"etrafa, etrafı, Etrafta, ortalıkta, Buralarda","حولنا, حولي, الجوار, حولك, حولها","בסביבות, תסתובב, מסתובב, מסביב, להסתובב","चारों, ओर, आसपास, चक्कर, मोड़"
between,"közte, közénk, közti, közted, közötti","välillänne, väliltä, välille, välinen, välistä",y,"Между, двумя, разница, ними, произошло",y,"Entre, 00, medio, conexión, pasó",y,"Entre, lien, différence, h, eux",y,y,"間, 違い, 秘密, ２人, 二人","사이, 차이, 관계, 간, 둘",y,"antara, diantara, Antara, kedua, perbedaan","aramda, Aramızdaki, aranızda, aramızdaki, Aramızda","وبينك, بينكم, بينكما, بينهما, بينك","שבין, ביננו, ביני, ביניכם, בינך","बीच, दोनों, अंतर, कई, निर्माण"
about,"rólad, rólam, szól, kapcsolatban, helyzet","välitä, kyse, asiaa, tiedät, Kerro","περίπου, σχετικά, μιλήσουμε, ανησυχείς, μιλάς","насчёт, насчет, обо, чём, про","Sorgen, wegen, darüber, davon, reden","trata, acerca, ello, punto, pensar","riguardo, dici, parlato, Di, parlando","sujet, propos, parlé, De, parle","about, 談, ㄆ, 擔心, 事情","kể, Còn, quan_tâm, lo, nói_chuyện","心配, 考え, あの, 気, 自分","about, 대해서, 대해, 대한, 이야기","รู้เรื่อง, เป็นห่วง, คิดถึง, เรื่องอะไร, ห่วง","mengenai, membicarakan, memikirkan, sekitar, soal","dersin, konuda, bahsediyorsun, üzgünüm, konusunda","حيال, وماذا, وشك, بخصوص, عني","בערך, דעתך, בנוגע, עומד, בקשר","बारे, इसके, किस, परवाह, चिंता"
of,"innen, előtt, néhány, egyik, akik","osa, täältä, n, takia, sinusta","ενός, δυο, πολλά, μέρος, κάθε","отсюда, людей, жизни, всех, них","eines, dieser, Ein, viel, alle","ellos, parte, fuera, tipo, nosotros","dalla, dal, d, fuori, parte","beaucoup, Un, notre, vie, deux","很多, of, fnCronos, Subhead, 1cH3CF1F3","tất_cả, khỏi, nhất, sự, chúng","的, 我々, もの, 達, 死","of, 명, 하나, 많, 중","แห่ง, สอง, หนึ่ง, ที่สุด, ทั้งหมด","bagian, dunia, salah, sebuah, besar","tür, sürü, yüzünden, buradan, un","جزء, منهم, خارج, بالطبع, نوع","כמובן, מהם, מכאן, סוג, חלק","दुनिया, जीवन, सबसे, /, .."
or,"különben, ilyesmi, akár, Vagy, Nincs","joko, Joko, onko, Tai, Haluatko","Είτε, αλλιώς, είτε, Ή, τέτοιο","иначе, либо, Или, Может, хочешь","Entweder, sonst, Oder, zwei, ob","cualquier, O, menos, ni, otro","né, oppure, genere, O, meno","ni, Ou, soit, non, deux","or, 或是, ┪, 否則, 不然","hoặc, Hoặc, hay, giết, chết",y,"거나, 아님, 아니면, 이나, 인지","ไม่งั้น, หรือว่า, หรือไม่, ไม่ว่า, สัก","Atau, apakah, pun, apapun, dua",y,"شابه, أَو, القبيل, ام, وإلا","אחרת, בין, כזה, אף, אפילו",y
although,"habár, noha, tanulnia, bárkit, Habár","vaikkakin, Vaikkakin, vaikkei, Tosin, tosin","παρόλο, παρ, όλο, πολλά, όμως",y,y,"pesar, aunque, Aunque, sido, había","sebbene, nonostante, Anche, credo, abbia","Même, ait, Bien, beaucoup, soit",y,"mặc_dù, Mặc_dù, airbending, dù, tuyệt_vời","although,  - -, けれど, あまり, え","비록, 합니다만, 물론, 긴, (",y,y,"karşın, gerçi, Gerçi, olmasa, olsam","وبالرغم, برغم, ورغم, بالرغم, الرغم","שלמרות, ולמרות, האוויר, למרות, פי",y
but,"Lehet, hanem, Sajnálom, biztos, akartam","mutten, silti, muuta, emme, kyllä","μα, Μπορεί, όμως, Ξέρω, λίγο","никогда, были, думаю, ничего, себя","vielleicht, wollte, sehr, würde, können","sino, Sé, sí, nunca, siento","So, Sì, Lo, voglio, posso","peut-être, peu, aussi, peut, Oui","but, 雖然, 可是, \ue79e, 卻","vẫn, khác, chúng, không_thể, chưa",y,y,"แต่ว่า, อาจ, ขอโทษ, พยายาม, เ",y,y,"ولكنه, ولكني, لكنك, لكنها, لكني","אלא, אך, מצטער, אף, חשבתי","लेकिन, जानता, शायद, देखा, .."
if,"lennék, akarod, tényleg, mintha, akarsz","olisit, onko, Vaikka, olisin, Entä","εάν, πειράζει, θες, θέλεις, ήμουν","Даже, знать, тогда, лучше, буду","falls, willst, ob, könnte, hätte","hubiera, sería, alguna, importa, saber","avesse, avessi, fossi, Anche, allora","serait, avais, quelque, avait, même","if, 若, 就算, 是否, 狦",y,"たら, もし, けれ, 気, 必要",y,"ถาม, เกิด, หา, ตาย, ฟัง","bila, maka, apakah, bahkan, melakukannya","istersen, istiyorsan, olsaydı, olup, olurdu","وإن, وإذا, كنتِ, أردت, كنا","שאם, ואם, אכפת, אוכל, כאילו",y
because,"jelenti, mivel, Azért, hanem, akartam","johtuu, siksi, vuoksi, Vaikka, olin","διότι, εξαιτίας, λόγω, Επειδή, σημαίνει","из-за, ведь, Потому, никогда, него","Weil, Nur, wegen, denn, weil","culpa, Porque, eres, nunca, soy",y,y,y,"bởi_vì, Bởi_vì, Vì, tớ, vì","せい, 理由, なぜ, 無, 自分",y,y,"berarti, Hanya, merasa, Karena, pikir","nedeni, dolayı, sebebi, olduğum, yüzünden",y,"משום, מכיוון, מפני, וזה, בגלל","क्योंकि, वजह, इसलिए, कारण, केवल"
so,"tehát, ennyire, Annyira, úgyhogy, annyira","tosi, usko, jotta, noin, siis","τόσα, ώστε, οπότε, Λυπάμαι, Έτσι","столько, такая, жаль, поэтому, такой","leid, tut, Warum, also, damit","gracias, tanto, entonces, sí, también","allora, tanto, credo, quindi, dispiace",y,"so, 如此, 這么, 太, 真","như_vậy, xin_lỗi, Sao, lắm, thật","とても, ごめん, なさ, そんな, なぜ","so, 이렇게, 그렇게, 너무, 미안",y,"sehingga, agar, senang, kenapa, Kenapa","böylece, sanmıyorum, teşekkür, özür, Öyle","كثيراً, لكي, للغاية, آسفة, هكذا","כה, רבה, כ, כל-כך, מצטערת",y
for,"számára, érte, óta, éve, erre",y,"Ευχαριστώ, ευχαριστώ, καλό, σένα, μένα","ради, Спасибо, лет, него, пока","Für, wegen, dafür, Danke, seit","buscando, durante, Para, Gracias, momento","cercando, Grazie, Per, tempo, noi","pendant, Merci, Pour, depuis, ans","for, 準備, 幫, \ue0cb, 謝謝","tiền, tốt, sự, năm, mọi","為, 探, ありがとう, 待, 年","for, 위해, 동안, 때문, 년","ทำงาน, รอ, วัน, ขอ, ขอบคุณ","untukku, demi, untukmu, bagi, menunggu","yıldır, teşekkürler, teşekkür, süre, boyunca","لأجل, لمدة, شكرا, بالنسبة, لـ","בשבילי, למען, מחפש, בשבילך, במשך","धन्यवाद, इसके, तैयार, देख, जीवन"
as,"amennyit, amennyire, amilyen, Amíg, Amint","mahdollisimman, kunhan, Kunhan, nopeasti, Kuten","καθώς, Όσο, γρήγορα, μόλις, ίδιο","качестве, насколько, столько, также, сколько","solange, sobald, genauso, möglich, schnell","cuanto, posible, mientras, pronto, tanto","possibile, appena, tanto, Per, quanto","dès, autant, possible, vite, tant","as, 作為, 盡, 只要, 那麼","càng, theo, ngay, nhất, tốt","限り, ほど, 早, 通り, 同じ","만큼, as, 최대한, 대로, 빨리","เท่าที่จะ, ตราบใดที่, เท่า, เท่าที่, ฐานะ","secepat, sebanyak, sejauh, Selama, segera","olabildiğince, olduğunca, kadarıyla, çabuk, sürece","بأسرع, قدر, بمجرد, حالما, بقدر","כמוך, בתור, ככל, כפי, מהר",y
except,y,y,y,y,y,y,y,y,y,y,"以外, 除, 全員, しか, ただ","빼, 제외, 곤, 고요, 전부",y,y,y,"ماعدا, باستثناء, بإستثناء, عدى, عدا",y,"छोड़कर, सिवाय, अलावा, सियाव, छूते"
according to,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
rather than,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
when,"először, éves, Majd, Mikor, voltál","milloin, Milloin, Silloin, Muistatko, olit","πότε, ήσουν, μόλις, ήμουν, Όταν","пор, тогда, после, всегда, лет",y,y,"mentre, ero, Quando, visto, siamo","sera, Quand, alors, ans, avais",y,"Khi, nhớ, nhìn, lúc, lần",y,y,"เมื่อไหร่, ตอนที่, ตอน, ตั้งแต่, พอ",y,"yaşındayken, zamandan, olduğunda, hatırlıyor, geldiğinde",y,"כשזה, כשאת, כשהם, כשהיא, כשהייתי",y
now,"mostantól, Mostantól, Azonnal, rögtön, azonnal","hetkellä, lähteä, heti, Missä, Meidän","πλέον, πια, αμέσως, στιγμή, ώρα","Сейчас, Теперь, прямо, делать, теперь","sofort, nun, Moment, Jetzt, gerade","estamos, momento, Ahora, tenemos, Ya",y,"présent, instant, suite, Maintenant, moment","now, 你現, 我現, 瞷, 正在","bây_giờ, Bây_giờ, Giờ, giờ, ngay",y,y,y,"kini, mulai, Sekarang, berada, Jangan","Şimdilik, Hemen, olmaz, Artık, hemen","حالاً, الأن, والآن, الان, يمكنني","עתה, מיד, כעת, ועכשיו, כרגע",y
just,"egyszerűen, Épp, épp, gondoltam, pár","vasta, Halusin, ihan, Olin, kuten","Απλώς, απλώς, Μόλις, μόλις, ακριβώς","лишь, Просто, немного, всего, хотел","gerade, einfach, wollte, hab, ja","Acabo, acaba, simplemente, Solo, quería","semplicemente, basta, appena, Voglio, proprio","seulement, vient, viens, voulais, peu","just, 我剛, 剛剛, 而已, \ue67b","vừa, Chỉ, cứ, mới, vậy",y,"방금, just, 그저, 그냥, 뿐","เพียงแค่, เพิ่ง, เพียง, พยายาม, รู้สึก","cuma, Hanya, sedikit, baru, sama","Az, istedim, az, Biraz, hemen","وحسب, للتو, مجرد, فحسب, أردت","הרגע, סתם, כרגע, רציתי, מנסה",y
recently,"nemrégiben, közelmúltban, Nemrégiben, nemrég, Nemrég",y,y,y,"kürzlich, kurzem, Kurzem, neulich, letzter",y,y,y,y,"gần, Gần, mới_đây, vừa_mới, vừa",y,"최근, 요즘, 얼마, 숨겼, 비행기","เมื่อไม่นานมานี้, เร็ว ๆ นี้, ไม่นานมานี้, ช่วงนี้, เพิ่ง","baru-baru, Baru-baru, belakangan, akhir-akhir, meninggal","geçenlerde, Geçenlerde, Yakınlarda, yakınlarda, Yakın","مؤخراً, مؤخرا, مؤخرًا, مؤخّراً, الآونة",y,"हाल, लेकर, ही, ठहराया, सदी"
yet,y,"vielä., Silti, päättänyt, Vielä, Joko","τελειώσει, Τίποτα, Ακόμα, ξέρουμε, Οχι","рано, Ещё, Еще, сих, Пока","dennoch, trotzdem, Noch, Haben, fertig","aun, embargo, llegado, terminado, Todavía","eppure, Eppure, Ancora, sappiamo, finito","pourtant, fini, sait, trouvé, déjà","yet, 還沒有, 還沒到, 還不, 還沒","Chưa, Vẫn, xong, hết, giờ",y,y,"ยังเลย, หรือยัง, รึ, จบ, เพิ่ง","Belum, namun, Masih, Namun, selesai","vermedim, Şimdilik, bitmedi, bilmiyoruz, gelmedi","ورغم, لحد, ومع, رغم, نعرف","-עדיין, -עוד, טרם, ובכל, ועדיין","अभी, तक, पाए, कमिटिड, कमजोर"
still,"továbbra, megvan, él, attól, mégis",y,y,"по-прежнему, жива, сих, жив, равно",y,"Sigues, Sigo, siguen, sigo, Sigue","Ancora, comunque, vivo, stesso, Sei",y,y,"vẫn, Vẫn, yên, tin, Nó",y,y,y,y,"halen, Hâlâ, duruyor, Hala, yaşıyor","لازالت, لايزال, أزال, مازلنا, زلنا","עדין, שעדיין, ועדיין, חי, בחיים","अभी, भी, ज़िंदा, जबकि, जिंदा"
before,"előtti, előtte, azelőtt, Mielőtt, halála","aikaisemmin, ennenkin, edessä, aiemmin, Ennen","ξανακάνει, προτού, ξαναδεί, Πριν, πεθάνει","прежде, видела, раньше, перед, тем","zuvor, Bevor, vorher, bevor, bis","ante, Antes, justo, morir, Nunca","davanti, Prima, già, gia, avevo",y,y,y,y,"전, before, 먼저, 본, 처음",y,y,"çıkmadan, ölmeden, yapmadan, başlamadan, gitmeden","وقبل, يسبق, أمام, رأيت, كم","בעבר, קודם, כזה, קרה, מעולם",y
originally,y,"perin, alun, alunperin, Alun, alkujaan",y,y,y,y,y,y,"原本, 最初, 本來, 祖籍, 原先",y,"出身, 元々, もともと, 本来, 当初",y,y,y,"Aslen, aslen, nerelisin, başlangıçta, orjinal","الأصل, أصلا, بالأصل, أصلاً, الاصل","במקור, בתחילה, המקורי, מלכתחילה, לראשונה",n
finally,y,"vihdoin, viimein, vihdoinkin, viimeinkin, lopultakin",y,"наконец-то, наконец, Наконец-то, Наконец, итоге",y,y,y,y,"終于, 我終, 沧, 終於, 你終",y,y,"드디어, 마침내, 결국, 이제야, finally",y,y,"nihayet, Nihayet, Sonunda, tanışmak, anladım",y,"סוף-סוף, סופסוף, שסוף, וסוף, ולבסוף",y
immediately,"hatállyal, Azonnali, haladéktalanul, azonnali, sürgősen","välittömästi, Poistukaa, voimaan, Lähettäkää, lähdettävä","αμεσως, αμέσως., Αμέσως, άμεσα, άμεση",y,"unverzüglich, umgehend, sofortiger, Wirkung, Sofort",y,y,y,y,"lập_tức, ngay, tức_khắc, hiệu_lực, báo","すぐ, 直ちに, 至急, ただちに, 直ぐ",y,y,"segera, secepatnya, Segera, evakuasi, melapor","derhâl, Acilen, Derhal, acilen, derhal","فوراً, الفور, فورا, فورًا, إخلاء","מיידי, מיידית, במיידי, מידית, מייד",y
gradually,y,y,y,y,y,y,y,y,y,y,"徐々, ずつ, 素性, 少し, ペダル",y,y,"bertahap, secara, berangsur-angsur, memudar, melemahkan",y,y,"בהדרגה, בהדרגתיות, הדרגתי, ולאט, אט","सप्ताह, औरधीरेधीरे, -द्वारा, दिन, धीरे-धीरे"
after,y,"sittenkin, jahtaa, perään, perässä, kuoleman","αφότου, τελικά, αφού, αμέσως, Μετά",y,"danach, nachdem, Nach, hinter, her","despues, tras, detrás, Después, pasado","cura, Dopo, subito, morte, aver",y,"after, 之后, 照顧, 追, 后","chăm_sóc, Sau, sau, vụ, theo",y,"후, 이후, 쫓, 뒤, 다음",y,y,"öldükten, peşine, peşinden, peşinde, ardından","بعدما, وراء, خلف, بعدها, مباشرة","שאחרי, ואחרי, אחריי, אחריו, מכן",y
already,y,"valmiiksi, Joko, Kerroin, Sanoin, tarpeeksi",y,"Уже, говорил, сделал, сказала, много",y,"hice, muerto, dicho, hemos, dije",y,y,"already, 經有, 早就, \ue61d, 竒","sẵn, đủ, hết, mất, quá",y,y,"เรียบร้อย, อยู่แล้ว, แล้วนี่, แล้วนะ, พร้อม","Sudah, mulai, pasti, melakukannya, dua",y,"سلفاً, مسبقا, مسبقاً, سبق, فعلاً","-כבר, וכבר, שכבר, עשיתי, מת","पहले, ही, चुके, डॉक्टर, चुकी"
never,"sohasem, Sose, sose, Sosem, Soha","unohda, tavannut, uskonut, käynyt, pääse","ξαναδεί, Ποτέ, κανέναν, τέτοιο, πρόκειται","разу, Никогда, такого, видела, раньше","niemals, wirst, So, gesehen, gesagt","Jamás, jamás, pensé, tenido, volver","Mai, pensato, sentito, dovuto, avevo","aurais, personne, eu, avais, vu","never, 你永遠, 我永遠, 從來, 未","bao_giờ, hề, chẳng, xảy, từng","決して, 絶対, 初めて, 二, 度",y,y,"never, sebelumnya, takkan, pun, Tak","düşünmemiştim, söylemedim, görmemiştim, Asla, görmedim","مطلقاً, أبدًا, ابداً, يسبق, ابدا","שלעולם, שמעולם, שמעתי, בחיים, לעולם","कभी, भूल, सोचा, मिला, माँ"
rarely,y,y,y,y,y,"raramente, Rara, Raramente, rara, raras",y,y,y,"hiếm, Hiếm, ít, thường, khá","めった, 滅多, ほとんど, 稀, 珍し","거의, 드물, 드문, 좀처럼, 경우","ไม่ค่อย, แทบจะ, ไม่บ่อย, แทบ, hard",y,y,y,"נדירות, רחוקות, לעיתים, לעתים, נדיר","ही, शायद, आंख-टू-आंख, हल्के, अपराधी"
