concept_id,column,old,new,source
1334,Hebrew,הערה,הֶעָרָה,vocalize
1335,Arabic,رسم,رَسَمَ,vocalize
1336,Arabic,صورة,صُورَة,vocalize
1336,Hebrew,תְמוּנָה,תְּמוּנָה,vocalize
1337,Arabic,إطار,إِطار,vocalize
1337,Hebrew,מִסגֶרֶת,מִסְגֶּרֶת,vocalize
1338,Arabic,تصوير,تَصْوِير,vocalize
1338,Hebrew,תַצלוּם,תַּצְלוּם,vocalize
1339,Arabic,خريطة,خَرِيطَة,vocalize
1339,Hebrew,מַפָּה,מַפָּה,vocalize
1340,Arabic,قائمة,قَائِمَة,vocalize
1340,Hebrew,רשימה,רְשִׁימָה,vocalize
1341,Arabic,طاولة,طَاوِلَة,vocalize
1341,Hebrew,שולחן,שֻׁלְחָן,vocalize
1342,Arabic,مخطط,مُخَطَط,vocalize
1342,Hebrew,טבלה,טַבְלָה,vocalize
1343,Arabic,تقويم,تَقْوِيم,vocalize
1343,Hebrew,לוּחַ שָׁנָה,לוּחַ שָׁנָה,vocalize
1344,Arabic,جدول,جَدْوَل,vocalize
1344,Hebrew,לוח זמנים,לוּחַ זְמַנִּים,vocalize
1345,Arabic,بوصلة,بُوصُّلَة,vocalize
1345,Hebrew,מצפן,מַצְפֵּן,vocalize
1346,Arabic,مسطرة,مِسْطَرَة,vocalize
1346,Hebrew,סרגל,סַרְגֵּל,vocalize
1348,Arabic,ساعة حائط,ساعَة حائِط,vocalize
1348,Hebrew,שָׁעוֹן,שָׁעוֹן,vocalize
1349,Arabic,مصباح,مِصْبَاح,vocalize
1349,Hebrew,מנורה,מְנוֹרָה,vocalize
1351,Arabic,كاميرا,كَامِيرَا,vocalize
1351,Hebrew,מַצלֵמָה,מַצְלֵמָה,vocalize
1352,Arabic,هاتف,هَاتَفَ,vocalize
1352,Hebrew,טֵלֵפוֹן,טֶלֶפוֹן,vocalize
1353,Arabic,التلفاز,التِلْفاز,vocalize
1353,Hebrew,טֵלֶוִיזִיָה,טֵלֵוִיזְיָה,vocalize
1354,Arabic,الحاسوب,الحاسُوب,vocalize
1354,Hebrew,מַחשֵׁב,מַחְשֵׁב,vocalize
1355,Arabic,حاسوب محمول,حَاسُوب مَحْمُول,vocalize
1355,Hebrew,מחשב נייד,מַחְשֵׁב נַיָּד,vocalize
1356,Arabic,برنامج,بَرْنَامَج,vocalize
1356,Hebrew,תכנית,תָּכְנִית,vocalize
1357,Arabic,شبكة الاتصال,شَبَكَة الاِتِّصال,vocalize
1357,Hebrew,רֶשֶׁת,רֶשֶׁת,vocalize
1358,Arabic,ثلاجة,ثَلَّاجَة,vocalize
1359,Arabic,مكيف هواء,مُكَيِّف هَوَاء,vocalize
1359,Hebrew,מזגן,מַזְגָן,vocalize
1360,Arabic,غسالة,غَسَّالَة,vocalize
1360,Hebrew,מכונת כביסה,מְכוֹנַת כְּבִיסָה,vocalize
1361,Arabic,مكنسة كهربائية,مِكْنَسَة كَهْرَبَائِيَّة,vocalize
1361,Hebrew,שואב אבק,שׁוֹאֵב אָבָק,vocalize
1362,Arabic,فرن,فُرْن,vocalize
1362,Hebrew,תנור אפיה,תַּנּוּר אֲפִיָּה,vocalize
1363,Arabic,غلاية,غَلَّايَة,vocalize
1363,Hebrew,קוּמקוּם,קוּמְקוּם,vocalize
1364,Hebrew,מיקרוגל,מִיקְרוֹגַל,vocalize
1365,Arabic,موس الحلاقة,موس الحَلّاقَة,vocalize
1365,Hebrew,סכין גילוח,סַכִּין גִּלּוּחַ,vocalize
1366,Arabic,مذياع,مِذْيَاع,vocalize
1366,Hebrew,רָדִיוֹ,רַדְיוֹ,vocalize
1367,Arabic,رقاقة,رِقاقه,vocalize
1367,Hebrew,שְׁבָב,שְׁבָב,vocalize
1368,Arabic,شاشة,شَاشَة,vocalize
1368,Hebrew,מָסָך,מָסָךְ,vocalize
1369,Arabic,لوحة المفاتيح,لَوْحَة المَفاتِيح,vocalize
1369,Hebrew,מקלדת,מִקְלֶדֶת,vocalize
1371,Arabic,طابعة,طَابِعَة,vocalize
1371,Hebrew,מדפסת,מַדְפֶּסֶת,vocalize
1372,Arabic,سماعة الأذن,سَماعه الإِذْن,vocalize
1372,Hebrew,אֹזְנִיָה,אָזְנִיָּה,vocalize
1373,Arabic,ميكروفون,مَيْكْرُوفُون,vocalize
1373,Hebrew,מִיקרוֹפוֹן,מִיקְרוֹפוֹן,vocalize
1374,Arabic,مكبر الصوت,مُكَبِّر الصَوْت,vocalize
1374,Hebrew,רַמקוֹל,רַמְקוֹל,vocalize
1375,Arabic,أداة,أَدَاة,vocalize
1375,Hebrew,כלי,כְּלִי,vocalize
1376,Arabic,حفلة موسيقية,حَفْلَة مُوسِيقِيَّة,vocalize
1377,Arabic,الأوبرا,الأُوبِرا,vocalize
1377,Hebrew,אוֹפֵּרָה,אוֹפֵּרָה,vocalize
1378,Arabic,أوركسترا,أُورْكِسْتْرَا,vocalize
1378,Hebrew,תִזמוֹרֶת,תִּזְמֹרֶת,vocalize
1380,Arabic,لحن,لَحْن,vocalize
1382,Arabic,قافية,قَافِيَة,vocalize
1382,Hebrew,חרוז,חָרוּז,vocalize
1384,Arabic,موسيقى كلاسيكية,مُوسِيقَى كْلَاسِيكِيَّة,vocalize
1384,Hebrew,מוזיקה קלאסית,מוּזִיקָה קְלָסִית,vocalize
1385,Arabic,موسيقى البوب,مُوسِيقَى الْبُوب,vocalize
1385,Hebrew,מוסיקת פופ,מוּסִיקַת פּוֹפּ,vocalize
1386,Arabic,موسيقى الجاز,مُوسِيقَى الجاز,vocalize
1386,Hebrew,ג'ֶז,גָ'ז,vocalize
1387,Arabic,البلوز,البلُوز,vocalize
1387,Hebrew,בלוז,בְּלוּז,vocalize
1388,Arabic,فاسق,فاسِق,vocalize
1388,Hebrew,פָּאנק,פַּאנְק,vocalize
1389,Arabic,صخر,صَخْر,vocalize
1389,Hebrew,סלע,סֶלַע,vocalize
1390,Arabic,بوق,بُوق,vocalize
1390,Hebrew,צופר,צוֹפָר,vocalize
1391,Arabic,بوق,بُوق,vocalize
1392,Hebrew,סקסופון,סַקסוֹפוֹן,vocalize
1394,Arabic,طبل,طَبْل,vocalize
1394,Hebrew,תוֹף,תֹּף,vocalize
1395,Hebrew,גִיטָרָה,גִּיטָרָה,vocalize
1396,Hebrew,צֶ'לוֹ,צֵ'לוֹ,vocalize
1397,Arabic,كمان,كَمَان,vocalize
1397,Hebrew,כינור,כִּנּוֹר,vocalize
1398,Arabic,بيانو,بِيَانُو,vocalize
1398,Hebrew,פְּסַנְתֵר,פְּסַנְתֵּר,vocalize
1399,Arabic,عضو,عُضْو,vocalize
1400,Arabic,سلسلة,سِلْسِلَة,vocalize
1401,Hebrew,חליל,חָלִיל,vocalize
1403,Arabic,جرس,جَرَس,vocalize
1403,Hebrew,פַּעֲמוֹן,פַּעֲמוֹן,vocalize
1404,Arabic,قبعة,قُبَّعَة,vocalize
1405,Arabic,تاج,تَاج,vocalize
1405,Hebrew,כֶּתֶר,כֶּתֶר,vocalize
1406,Arabic,عباءة,عَباءَة,vocalize
1406,Hebrew,גְלִימָה,גְּלִימָה,vocalize
1407,Arabic,فستان,فُسْتَان,vocalize
1407,Hebrew,שמלה,שִׂמְלָה,vocalize
1409,Arabic,تنورة,تَنُّورَة,vocalize
1409,Hebrew,חצאית,חֲצָאִית,vocalize
1410,Arabic,سترة,سُتْرَة,vocalize
1410,Hebrew,סווֶדֶר,סְוֵדֶר,vocalize
1411,Arabic,قميص,قَمِيص,vocalize
1411,Hebrew,חוּלצָה,חֻלְצָה,vocalize
1412,Arabic,تي شيرت,تِي شِيرْت,vocalize
1412,Hebrew,חולצה קצרה,חֻלְצָה קְצָרָה,vocalize
1413,Arabic,بنطال,بِنْطَال,vocalize
1413,Hebrew,מִכְנָסַיִים,מִכְנָסַיִם,vocalize
1414,Arabic,حذاء,حِذَاء,vocalize
1414,Hebrew,נַעַל,נָעַל,vocalize
1415,Arabic,جورب,جَوْرَب,vocalize
1415,Hebrew,גֶרֶב,גֶּרֶב,vocalize
1416,Arabic,جيب,جَيْب,vocalize
1416,Hebrew,כִּיס,כִּיס,vocalize
1417,Arabic,معطف,مِعْطَف,vocalize
1417,Hebrew,מעיל,מְעִיל,vocalize
1420,Arabic,رياضة,رِيَاضَة,vocalize
1420,Hebrew,ספּוֹרט,סְפּוֹרְט,vocalize
1421,Arabic,منافسة,مُنافَسَة,vocalize
1421,Hebrew,תַחֲרוּת,תַּחֲרוּת,vocalize
1422,Arabic,سباق,سِبَاق,vocalize
1423,Arabic,فريق,فَرِيق,vocalize
1424,Arabic,ممارسه الرياضه,مُمارَسَة الرِياضَة,vocalize
1424,Hebrew,תרגיל,תַּרְגִּיל,vocalize
1425,Arabic,كرة سلة,كُرَة سَلَّة,vocalize
1425,Hebrew,כדורסל,כַּדּוּרְסַל,vocalize
1426,Arabic,كرة القدم,كُرَة اَلْقَدَم,vocalize
1426,Hebrew,כדורגל,כַּדּוּרֶגֶל,vocalize
1427,Hebrew,בייסבול,בֵּיְסְבּוֹל,vocalize
1428,Arabic,الكرة الطائرة,الكُرَةُ اَلْطَّائِرَة,vocalize
1428,Hebrew,כַּדוּר עָף,כַּדּוּר עָף,vocalize
1429,Arabic,تنس الريشة,تِنِس اَلرِّيشَة,vocalize
1429,Hebrew,נוצית,נוֹצִית,vocalize
1430,Arabic,تنس,تَنِس,vocalize
1431,Arabic,تنس طاولة,تَنِس طَاوِلَة,vocalize
1431,Hebrew,טניס שולחן,טֶנִיס שׁוּלְחָן,vocalize
1432,Arabic,ترفيه,تَرْفِيه,vocalize
1432,Hebrew,בידור,בִּדּוּר,vocalize
1433,Arabic,موسيقى,مُوسِيقَى,vocalize
1434,Arabic,فن,فَنّ,vocalize
1434,Hebrew,אומנות,אָמָּנוּת,vocalize
1435,Arabic,الجنس,الجِنْس,vocalize
1437,Arabic,عرق,عِرْق,vocalize
1437,Hebrew,הגזע,גֶּזַע,vocalize
1438,Arabic,رقم,رَقَّمَ,vocalize
1438,Hebrew,מספר,מִסְפָּר,vocalize
1439,Arabic,متوسط,مُتَوَسِّط,vocalize
1439,Hebrew,מְמוּצָע,מְמֻצָּע,vocalize
1442,Arabic,تسلسل,تَسَلْسُل,vocalize
1442,Hebrew,סדר פעולות,סֵדֶר פְּעֻלּוֹת,vocalize
1443,Arabic,مستوى,مُسْتَوًى,vocalize
1443,Hebrew,רָמָה,רִמָּה,vocalize
1444,Arabic,طبقة,طَبَقَة,vocalize
1444,Hebrew,שִׁכבָה,שִׁכְבָה,vocalize
1445,Arabic,نمط,نَمَط,vocalize
1445,Hebrew,תבנית,תַּבְנִית,vocalize
1446,Arabic,شريط,شَرِيط,vocalize
1446,Hebrew,פס,פַּס,vocalize
1447,Arabic,شبكة,شَبَكَة,vocalize
1447,Hebrew,רֶשֶׁת,רֶשֶׁת,vocalize
1448,Arabic,بقعة,بُقْعَة,vocalize
1448,Hebrew,נקודה ,נְקֻדָּה,vocalize
1450,Arabic,مجموعة,مَجْمُوعَة,vocalize
1451,Arabic,القاعدة,القاعِدَة,vocalize
1452,Arabic,مقدار,مِقْدَار,vocalize
1452,Hebrew,כמות,כַּמּוּת,vocalize
1453,Arabic,تقنية,تَقْنِيَة,vocalize
1454,Arabic,انتخاب,اِنْتِخَاب,vocalize
1455,Arabic,مجلة,مَجَلَّة,vocalize
1455,Hebrew,מגזין,מָגָזִין,vocalize
1456,Arabic,جريدة,جَرِيدَة,vocalize
1456,Hebrew,עיתון,עִיתּוֹן,vocalize
1457,Arabic,السعر,السِعْر,vocalize
1457,Hebrew,מחיר,מְחִיר,vocalize
1459,Arabic,لافتة,لافِتَة,vocalize
1460,Arabic,رمز,رَمْز,vocalize
1461,Arabic,صورة,صُورَة,vocalize
1461,Hebrew,תמונה,תְּמוּנָה,vocalize
1462,Arabic,علوم,عُلُوم,vocalize
1462,Hebrew,מַדָע,מַדָּע,vocalize
1464,Arabic,فوضى,فَوْضَى,vocalize
1464,Hebrew,אי סדר,אִי סֵדֶר,vocalize
1465,Arabic,إله,إِلٰه,vocalize
1465,Hebrew,אלוהים,אֱלוֹהִים,vocalize
1466,Arabic,سحر,سَحَر,vocalize
1467,Arabic,وهم,وَهْم,vocalize
1467,Hebrew,אַשְׁלָיָה,אַשְׁלָיָה,vocalize
1468,Arabic,متاهة,مَتَاهَة,vocalize
1468,Hebrew,מָבוֹך,מָבוֹךְ,vocalize
1469,Arabic,دين,دِين,vocalize
1469,Hebrew,דָת,דָּת,vocalize
1471,Arabic,الجحيم,الجَحِيم,vocalize
1471,Hebrew,גֵיהִנוֹם,גֵּיהִנּוֹם,vocalize
1472,Arabic,ملاك,مَلَاك,vocalize
1472,Hebrew,מַלְאָך,מַלְאָךְ,vocalize
1473,Arabic,شيطان,شَيْطَان,vocalize
1473,Hebrew,שָׂטָן,שָׂטָן,vocalize
1474,Arabic,جنية,جِنِّيَّة,vocalize
1474,Hebrew,פיות,פֵיָה,vocalize
1475,Arabic,وحش,وَحْش,vocalize
1475,Hebrew,מִפלֶצֶת,מִפְלֶצֶת,vocalize
1476,Arabic,قزم,قَزَم,vocalize
1476,Hebrew,גמד,גִּמֵּד,vocalize
1478,Arabic,شبح,شَبَح,vocalize
1479,Arabic,خرافة,خُرَافَة,vocalize
1480,Arabic,قانون,قَانُون,vocalize
1480,Hebrew,חוֹק,חֹק,vocalize
1481,Arabic,وسائل الإعلام,وَسَائِل الْإِعْلَام,vocalize
1481,Hebrew,כְּלֵי תִקְשׁוֹרֶת,כְּלֵי תִּקְשֹׁרֶת,vocalize
1482,Arabic,رسالة,رِسَالَة,vocalize
1483,Arabic,معلومة,مَعْلُومَة,vocalize
1484,Arabic,رأي,رَأْي,vocalize
1484,Hebrew,נוף,נוֹף,vocalize
1485,Arabic,التفضيل,التَفْضِيل,vocalize
1486,Arabic,تحيز,تَحَيُّز,vocalize
1486,Hebrew,הֲטָיָה,הַטָּיָה,vocalize
1487,Arabic,مجهود,مَجْهُود,vocalize
1488,Arabic,مشكلة,مُشْكِلَة,vocalize
1488,Hebrew,בְּעָיָה,בְּעָיָה,vocalize
1489,Arabic,خبرة,خِبْرَة,vocalize
1489,Hebrew,ניסיון,נִסָּיוֹן,vocalize
1490,Arabic,يندم,يَنْدَم,vocalize
1491,Arabic,سعادة,سَعَادَة,vocalize
1491,Hebrew,אושר,אֹשֶׁר,vocalize
1492,Arabic,حظ,حَظّ,vocalize
1492,Hebrew,מַזָל,מַזָּל,vocalize
1493,Arabic,قدر,قَدَرَ,vocalize
1493,Hebrew,גוֹרָל,גּוֹרָל,vocalize
1495,Arabic,فرصة,فُرْصَة,vocalize
1495,Hebrew,הִזדַמְנוּת,סִכּוּי,vocalize
1496,Arabic,احتمالا,اِحْتِمالا,vocalize
1496,Hebrew,הִסתַבְּרוּת,הִסְתַּבְּרוּת,vocalize
1497,Arabic,نظرية,نَظَرِيَّة,vocalize
1497,Hebrew,תֵאוֹרִיָה,תֵּאוֹרְיָה,vocalize
1499,Arabic,صراع,صِرَاع,vocalize
1500,Arabic,تجربة,تَجْرِبَة,vocalize
1500,Hebrew,לְנַסוֹת,נִסּוּי,vocalize
1501,Arabic,نموذج,نَمُوذَج,vocalize
1501,Hebrew,דֶגֶם,דֶּגֶם,vocalize
1502,Arabic,أداء,أَدَاء,vocalize
1502,Hebrew,ביצועים,בִּצּוּעִים,vocalize
1503,Arabic,تحليل,تَحْلِيل,vocalize
1505,Arabic,التأثير,التَأْثِير,vocalize
1505,Hebrew,תוצאה,תּוֹצָאָה,vocalize
1506,Arabic,دليل,دَلِيل,vocalize
1507,Arabic,فترة,فَتْرَة,vocalize
1507,Hebrew,פרק זמן,פֶּרֶק זְמַן,vocalize
1508,Arabic,عملية,عَمَلِيَّة,vocalize
1508,Hebrew,תהליך,תַּהֲלִיךְ,vocalize
1509,Arabic,تقدم,تَقَدُّم,vocalize
1509,Hebrew,התקדמות,הִתְקַדְּמוּת,vocalize
1510,Arabic,نهاية,نِهَايَة,vocalize
1511,Arabic,هدف,هَدَف,vocalize
1511,Hebrew,מטרה,מַטָּרָה,vocalize
1513,Arabic,فكرة,فِكْرَة,vocalize
1513,Hebrew,רַעְיוֹן,רַעֲיוֹן,vocalize
1514,Arabic,المعرفه,المَعْرِفَة,vocalize
1514,Hebrew,יֶדַע,יָדַע,vocalize
1515,Arabic,التفاصيل,التَفاصِيل,vocalize
1515,Hebrew,פרט,פְּרָט,vocalize
1517,Arabic,يتعقب,يَتَعَقَّب,vocalize
1517,Hebrew,זֵכֶר,זָכַר,vocalize
1518,Arabic,مثال,مِثَال,vocalize
1518,Hebrew,דוגמא,דֻּגְמָא,vocalize
1519,Arabic,قضية,قَضِيَّة,vocalize
1519,Hebrew,מקרה,מִקְרֶה,vocalize
1520,Arabic,قيمة,قِيمَة,vocalize
1520,Hebrew,ערך,עֵרֶךְ,vocalize
1521,Arabic,معنى,مَعْنًى,vocalize
1521,Hebrew,מַשְׁמָעוּת,מַשְׁמָעוּת,vocalize
1522,Arabic,مال,مَال,vocalize
1522,Hebrew,כֶּסֶף,כֶּסֶף,vocalize
1523,Arabic,ثروة,ثَرْوَة,vocalize
1523,Hebrew,עוֹשֶׁר,עֹשֶׁר,vocalize
1524,Arabic,النظام,النِظام,vocalize
1524,Hebrew,מערכת,מַעֲרֶכֶת,vocalize
1525,Arabic,المجتمع,المُجْتَمَع,vocalize
1525,Hebrew,חֶברָה,חֶבְרָה,vocalize
1526,Arabic,بيئة,بِيئَة,vocalize
1526,Hebrew,סביבה,סְבִיבָה,vocalize
1527,Arabic,التعليم,التَعْلِيم,vocalize
1527,Hebrew,חינוך,חִנּוּךְ,vocalize
1528,Arabic,الأدب,الأَدَب,vocalize
1530,Arabic,الفيزياء,الفِيزياء,vocalize
1530,Hebrew,פיזיקה,פִֿיזִיקָה,vocalize
1531,Arabic,كيمياء,كِيمِيَاء,vocalize
1531,Hebrew,כִּימִיָה,כִימְיָה,vocalize
1532,Arabic,مادة الاحياء,مادَّة الأَحْياء,vocalize
1532,Hebrew,ביולוגיה,בִּיּוֹלוֹגְיָה,vocalize
1533,Arabic,الثقافة,الثَقافَة,vocalize
1533,Hebrew,תַרְבּוּת,תַּרְבּוּת,vocalize
1534,Arabic,سياسة,سِيَاسَة,vocalize
1535,Arabic,اقتصاد,اِقْتِصاد,vocalize
1535,Hebrew,כַּלְכָּלָה,כַּלְכָּלָה,vocalize
1536,Arabic,تمويل,تَمْوِيل,vocalize
1536,Hebrew,לְמַמֵן,מִימוּן,vocalize
1537,Arabic,جيش,جَيْش,vocalize
1538,Arabic,الزراعة,الزِراعَة,vocalize
1538,Hebrew,חַקלָאוּת,חַקְלָאוּת,vocalize
1539,Arabic,شركة,شَرِكَة,vocalize
1539,Hebrew,חֶברָה,חֶבְרָה,vocalize
1540,Arabic,صناعة,صِنَاعَة,vocalize
1540,Hebrew,תַעֲשִׂיָה,תַּעֲשִׂיָּה,vocalize
1541,Arabic,قصة,قِصَّة,vocalize
1541,Hebrew,כַּתָבָה,סִפּוּר,vocalize
1542,Arabic,مهنة,مِهْنَة,vocalize
1542,Hebrew,עבודה,עֲבוֹדָה,vocalize
1543,Arabic,مسؤولية,مَسْؤُولِيَّة,vocalize
1544,Arabic,العدل,العَدْل,vocalize
1545,Arabic,الأخلاق,الأَخْلاق,vocalize
1545,Hebrew,מוּסָרִיוּת,מוּסָרִיּוּת,vocalize
1546,Arabic,تاريخ,تَارِيخ,vocalize
1546,Hebrew,הִיסטוֹרִיָה,הִיסְטוֹרְיָה,vocalize
1547,Arabic,ذاكرة,ذَاكِرَة,vocalize
1547,Hebrew,זיכרון,זִכָּרוֹן,vocalize
1548,Arabic,الماضي,الْمَاضِي,vocalize
1548,Hebrew,עבר,עָבָר,vocalize
1550,Arabic,المستقبل,المُسْتَقْبَل,vocalize
1550,Hebrew,עתיד,עָתִיד,vocalize
1551,Arabic,مدينة,مَدِينَة,vocalize
1552,Arabic,منطقة,مِنْطَقَة,vocalize
1553,Arabic,مدينة,مَدِينَة,vocalize
1553,Hebrew,העיר,עֲיָרָה,vocalize
1554,Arabic,بناء,بِنَاء,vocalize
1554,Hebrew,בִּניָן,בִּנְיָן,vocalize
1555,Arabic,الحزم,الحَزْم,vocalize
1556,Arabic,عمود,عَمُود,vocalize
1556,Hebrew,עַמוּד,עַמּוּד,vocalize
1558,Arabic,سلالم,سَلَالِم,vocalize
1558,Hebrew,מדרגות,מַדְרֵגוֹת,vocalize
1559,Arabic,مصعد,مِصْعَدْ,vocalize
1560,Arabic,رافعة,رَافِعَة,vocalize
1560,Hebrew,עגורן,עֲגוּרָן,vocalize
1562,Arabic,قصر,قَصْر,vocalize
1563,Arabic,قلعة,قَلْعَة,vocalize
1564,Arabic,الحصن,الحِصْن,vocalize
1564,Hebrew,מִבצָר,מִבְצָר,vocalize
1566,Arabic,قبة,قُبَّة,vocalize
1566,Hebrew,כיפה,כִּפָּה,vocalize
1567,Arabic,قوس,قَوْس,vocalize
1567,Hebrew,קֶשֶׁת,קֶשֶׁת,vocalize
1568,Arabic,برج,بُرْج,vocalize
1568,Hebrew,מִגדָל,מִגְדָּל,vocalize
1573,Arabic,منارة,مَنَارَة,vocalize
1574,Arabic,هرم,هَرَم,vocalize
1574,Hebrew,פִּירָמִידָה,פִּירָמִידָה,vocalize
1575,Arabic,كوخ,كُوخ,vocalize
1576,Arabic,إسطبل,إِسْطَبْل,vocalize
1576,Hebrew,אֹסֶם,אָסָם,vocalize
1577,Arabic,قبو,قَبْوْ,vocalize
1577,Hebrew,מַרְתֵף,מַרְתֵּף,vocalize
1578,Arabic,حانة,حَانَة,vocalize
1578,Hebrew,פָּאבּ,פָּאבּ,vocalize
1579,Arabic,تخشيبة,تَخْشِيبَة,vocalize
1579,Hebrew,בקתת עץ,בִּקְתַּת עֵץ,vocalize
1580,Arabic,ناطحة سحاب,نَاطِحَة سَحَاب,vocalize
1580,Hebrew,גורד שחקים,גּוֹרֵד שְׁחָקִים,vocalize
1582,Arabic,مصنع,مَصْنَع,vocalize
1582,Hebrew,בית חרושת,בֵּית חֲרֹשֶׁת,vocalize
1584,Arabic,شارع,شَارِع,vocalize
1585,Arabic,كوبري,كَوَبَرِي,vocalize
1585,Hebrew,לְגַשֵׁר,גֶּשֶׁר,vocalize
1586,Arabic,محطة,مَحَطَّة,vocalize
1586,Hebrew,תַחֲנָה,תַּחֲנָה,vocalize
1587,Arabic,مدرسة,مَدْرَسَة,vocalize
1587,Hebrew,בית ספר,בֵּית סֵפֶר,vocalize
1588,Arabic,طالب,طَالِب,vocalize
1588,Hebrew,סטוּדֶנט,סְטוּדֶנְט,vocalize
1589,Arabic,سوق,سُوق,vocalize
1590,Arabic,متجر,مَتْجَر,vocalize
1590,Hebrew,לִקְנוֹת,חֲנוּת,vocalize
1591,Arabic,الفندق,الفُنْدُق,vocalize
1591,Hebrew,מלון,מָלוֹן,vocalize
1592,Arabic,مطعم,مَطْعَم,vocalize
1592,Hebrew,מִסעָדָה,מִסְעָדָה,vocalize
1593,Arabic,منتزه,مُنْتَزَه,vocalize
1593,Hebrew,פָּארק,פַּארְק,vocalize
1594,Arabic,مستشفى,مُسْتَشْفًى,vocalize
1594,Hebrew,בית חולים,בֵּית חוֹלִים,vocalize
1595,Arabic,مكتب. مقر. مركز,مكتب. مقر. مَرْكَز,vocalize
1595,Hebrew,מִשׂרָד,מִשְׂרָד,vocalize
1596,Arabic,مزرعة,مَزْرَعَة,vocalize
1596,Hebrew,חווה חקלאית,חַוָּה חַקְלָאִית,vocalize
1597,Arabic,معسكر,مُعَسْكَر,vocalize
1598,Arabic,مسرح,مَسْرَح,vocalize
1598,Hebrew,תיאטרון,תֵּאַטְרוֹן,vocalize
1599,Arabic,المسرح,المَسْرَح,vocalize
1599,Hebrew,שלב,שָׁלָב,vocalize
1600,Arabic,جمهور,جُمْهُور,vocalize
1600,Hebrew,קהל,קָהָל,vocalize
1601,Arabic,حرف,حَرْف,vocalize
1601,Hebrew,אופי,דְּמוּת,vocalize
1602,Arabic,لعب,لَعْب,vocalize
1602,Hebrew,לְשַׂחֵק,מַחֲזֶה,vocalize
1603,Hebrew,תַסרִיט,תַּסְרִיט,vocalize
1604,Arabic,مكتبة,مَكْتَبَة,vocalize
1604,Hebrew,סִפְרִיָה,סִפְרִיָּה,vocalize
1606,Arabic,كنيسة,كَنِيسَة,vocalize
1606,Hebrew,כְּנֵסִיָה,כְּנֵסִיָּה,vocalize
1607,Arabic,المحكمة,المَحْكَمَة,vocalize
1607,Hebrew,בית משפט,בֵּית מִשְׁפָּט,vocalize
1608,Arabic,السجن,السِجْن,vocalize
1608,Hebrew,בית כלא,בֵּית כֶּלֶא,vocalize
1609,Arabic,ضحية,ضَحِيَّة,vocalize
1609,Hebrew,קורבן,קָרְבָּן,vocalize
1610,Arabic,قتل,قَتَلَ,vocalize
1611,Arabic,ميناء,مِينَاء,vocalize
1611,Hebrew,נמל,נָמֵל,vocalize
1612,Arabic,مصرف,مَصْرِف,vocalize
1612,Hebrew,בַּנק,בַּנְק,vocalize
1613,Arabic,بلد,بَلَد,vocalize
1613,Hebrew,מדינה,מְדִינָה,vocalize
1614,Arabic,ملِك,مَلَك,vocalize
1614,Hebrew,מלך,מֶלֶךְ,vocalize
1615,Arabic,ملكة,مَلِكَة,vocalize
1615,Hebrew,מַלכָּה,מַלְכָּה,vocalize
1616,Arabic,أمير,أَمِير,vocalize
1616,Hebrew,נסיך,נָסִיךְ,vocalize
1617,Arabic,أميرة,أَمِيرَة,vocalize
1617,Hebrew,נסיכה,נְסִיכָה,vocalize
1618,Arabic,رئيس,رَئِيس,vocalize
1618,Hebrew,נָשִׂיא,נָשִׂיא,vocalize
1620,Arabic,صديق,صَدِيق,vocalize
1620,Hebrew,חבר,חָבֵר,vocalize
1621,Arabic,العدو,العَدُوّ,vocalize
1622,Arabic,طبيب,طَبِيب,vocalize
1623,Arabic,مهندس معماري,مُهَنْدِس مِعْمَارِيّ,vocalize
1624,Arabic,إدارة,إِدارَة,vocalize
1624,Hebrew,מנהל,מְנַהֵל,vocalize
1625,Arabic,سكرتير,سِكْرِتِير,vocalize
1625,Hebrew,מזכיר,מַזְכִּיר,vocalize
1626,Arabic,رئيس,رَئِيس,vocalize
1626,Hebrew,"יו""ר",יוֹשֵׁב־רֹאשׁ,vocalize
1628,Arabic,محامي,مُحامِي,vocalize
1628,Hebrew,עורך דין,עוֹרֵךְ דִּין,vocalize
1629,Arabic,محاسب,مُحَاسِب,vocalize
1629,Hebrew,רואת חשבון,רוֹאַת חֶשְׁבּוֹן,vocalize
1630,Arabic,معلم,مُعَلِّم,vocalize
1632,Arabic,مبرمج,مُبَرْمِج,vocalize
1632,Hebrew,מְתַכנֵת,מְתַכְנֵת,vocalize
1633,Arabic,سياسي,سِيَاسِيّ,vocalize
1633,Hebrew,פּוֹלִיטִיקָאִי,פּוֹלִיטִיקַאי,vocalize
1634,Hebrew,רופא שיניים,רוֹפֵא שִׁינַּייִם,vocalize
1635,Arabic,الوزير الأول,الْوَزِير الأوَّل,vocalize
1635,Hebrew,ראש ממשלה,רֹאשׁ מֶמְשָׁלָה,vocalize
1636,Arabic,مساعد,مُسَاعِد,vocalize
1639,Arabic,أمين المكتبة,أَمِين المَكْتَبَة,vocalize
1639,Hebrew,סַפרָן,סַפְרָן,vocalize
1640,Arabic,مستشار,مُسْتَشَار,vocalize
1641,Arabic,مزارع,مُزَارِع,vocalize
1641,Hebrew,חַקלאַי,חַקְלַאי,vocalize
1642,Arabic,سائق شاحنة,سائِق شاحِنَة,vocalize
1642,Hebrew,נהג משאית,נָהַג מַשָּׂאִית,vocalize
1643,Arabic,سائق قطار,سائِق قِطار,vocalize
